transaction_id,timestamp,product_name,quantity,unit_price,total_amount
10053,2023-01-01 10:41:40,Small Cappuccino,2,3.77,7.54
10054,2023-01-01 11:03:09,Small Matcha Latte,2,3.32,6.64
10055,2023-01-01 11:27:09,Small Cappuccino,1,3.31,3.31
10056,2023-01-01 11:28:54,Large Mocha,1,4.42,4.42
10057,2023-01-01 11:46:49,Double Espresso,2,2.38,4.76
10058,2023-01-01 11:57:27,Medium Cappuccino,1,4.0,4.0
10059,2023-01-01 12:07:42,Vegan Falafel Wrap,2,5.1,10.2
10060,2023-01-01 12:10:10,Small Latte,5,3.38,15.459999999999999
10061,2023-01-01 12:11:58,Medium Latte,1,4.9,4.9
10062,2023-01-01 12:13:03,Medium Berry Blast,3,4.91,14.73
10063,2023-01-01 12:15:57,Scone,1,1.96,1.96
10064,2023-01-01 12:39:17,Small Matcha Latte,3,4.37,13.11
10065,2023-01-01 12:39:50,Small Latte,2,4.14,8.28
10066,2023-01-01 12:41:42,Medium Mocha,2,4.27,8.54
10067,2023-01-01 12:52:35,Small Mocha,2,3.44,6.88
10068,2023-01-01 13:01:13,Medium Chai Latte,4,3.57,14.28
10069,2023-01-01 13:08:21,Large Mocha,2,4.26,8.52
10070,2023-01-01 13:52:31,Medium Latte,1,4.27,4.27
10071,2023-01-01 14:04:51,Large Latte,3,3.77,11.31
10072,2023-01-01 14:11:17,Large Cappuccino,3,4.6,13.8
10073,2023-01-01 14:14:00,Large Americano,2,3.24,6.48
10074,2023-01-01 15:13:56,Chicken & Avocado Wrap,1,6.11,6.11
10075,2023-01-01 15:14:47,Large Green Tea,1,2.94,2.65
10076,2023-01-01 15:18:29,Chicken & Avocado Wrap,1,6.18,6.18
10077,2023-01-01 15:42:56,Medium Mocha,1,4.23,4.23
10078,2023-01-01 15:56:51,Chicken & Avocado Wrap,3,6.17,15.459999999999999
10079,2023-01-01 15:58:49,Chicken & Avocado Wrap,3,5.33,15.459999999999999
10080,2023-01-01 15:59:48,Medium Chai Latte,2,4.62,9.24
10081,2023-01-01 16:09:14,Medium Berry Blast,1,4.91,4.91
10082,2023-01-01 16:16:12,Small Earl Grey,2,2.35,4.7
10083,2023-01-01 16:33:09,Large Matcha Latte,2,5.55,11.1
10084,2023-01-01 16:36:55,Tote Bag,2,13.39,15.459999999999999
10085,2023-01-01 16:44:31,Medium Green Tea,1,2.3,2.07
10086,2023-01-01 16:52:00,Medium Chai Latte,2,4.4,8.8
10087,2023-01-01 17:08:34,Chocolate Chip Cookie,1,1.88,1.88
10088,2023-01-01 17:10:15,Medium Mocha,1,3.69,3.32
10089,2023-01-01 17:20:52,Medium Cappuccino,1,4.4,4.4
10090,2023-01-01 17:46:44,Medium Latte,2,4.75,9.5
10091,2023-01-01 17:49:16,Medium Earl Grey,1,3.02,3.02
10092,2023-01-01 18:12:16,Small Matcha Latte,1,3.85,3.85
10093,2023-01-01 18:41:23,Small Cappuccino,1,3.96,3.17
10094,2023-01-01 20:10:12,Medium Earl Grey,2,2.58,5.16
10095,2023-01-01 20:12:08,Single Espresso,1,2.73,2.73
10096,2023-01-01 20:22:48,Large Earl Grey,1,3.04,3.04
10097,2023-01-01 22:28:52,Large Cappuccino,2,3.77,6.03
10098,2023-01-02 05:47:39,Coffee Mug,1,10.94,10.94
10099,2023-01-02 05:50:44,Medium Latte,1,4.32,4.32
10100,2023-01-02 07:09:20,Croissant,3,2.38,7.14
10101,2023-01-02 07:50:11,Medium Chai Latte,1,3.83,3.83
10102,2023-01-02 07:59:16,Small Earl Grey,1,2.35,2.12
10103,2023-01-02 08:03:07,Small Mocha,1,3.85,3.85
10104,2023-01-02 08:03:42,Large Matcha Latte,5,5.2,15.459999999999999
10105,2023-01-02 08:05:05,Coffee Mug,1,15.0,15.0
10106,2023-01-02 08:25:48,Double Espresso,1,3.55,3.19
10107,2023-01-02 08:34:18,Medium Latte,4,3.28,13.12
10108,2023-01-02 08:43:30,Large Berry Blast,2,5.74,11.48
10109,2023-01-02 08:51:58,Small Americano,2,2.97,4.75
10110,2023-01-02 09:21:24,Medium Americano,5,3.0,15.0
10111,2023-01-02 09:31:15,Tote Bag,1,13.8,13.8
10112,2023-01-02 09:32:02,Large Matcha Latte,1,5.45,5.45
10113,2023-01-02 09:38:59,Single Espresso,5,2.76,13.8
10114,2023-01-02 09:40:09,Large Americano,2,2.93,5.86
10115,2023-01-02 09:58:28,Small Latte,2,2.95,5.9
10116,2023-01-02 10:22:44,Small Mocha,2,3.85,6.16
10117,2023-01-02 10:28:36,Small Cappuccino,4,2.95,11.8
10118,2023-01-02 11:06:39,Scone,3,2.38,7.14
10119,2023-01-02 12:15:44,Large Americano,1,3.15,3.15
10120,2023-01-02 13:58:32,Double Espresso,1,3.04,3.04
10121,2023-01-02 14:21:32,Small Latte,1,3.89,3.89
10122,2023-01-02 14:34:55,Medium Cappuccino,1,3.88,3.88
10123,2023-01-02 14:46:47,Small Cappuccino,1,3.89,3.89
10124,2023-01-02 15:23:40,Croissant,3,2.7,8.1
10125,2023-01-02 15:33:29,Medium Berry Blast,1,6.88,6.88
10126,2023-01-02 15:35:26,Small Mocha,2,3.73,6.71
10127,2023-01-02 15:38:02,Medium Mocha,1,5.34,4.27
10128,2023-01-02 15:40:12,Small Americano,1,2.65,2.65
10129,2023-01-02 15:51:37,Small Green Tea,1,2.7,2.7
10130,2023-01-02 15:55:59,Medium Chai Latte,1,4.83,4.35
10131,2023-01-02 16:55:11,Double Espresso,1,2.75,2.48
10132,2023-01-02 17:49:04,Small Latte,1,2.95,2.95
10133,2023-01-02 17:50:53,Tote Bag,2,14.55,15.459999999999999
10134,2023-01-02 18:03:24,Medium Americano,2,3.24,6.48
10135,2023-01-02 18:04:11,Single Espresso,1,2.67,2.67
10136,2023-01-02 18:09:50,Small Matcha Latte,2,3.93,7.86
10137,2023-01-02 18:34:14,Large Latte,2,5.75,11.5
10138,2023-01-02 19:06:08,Tote Bag,3,15.0,15.459999999999999
10139,2023-01-02 21:09:15,Large Americano,1,3.45,3.45
10140,2023-01-02 22:45:16,Large Americano,2,3.73,7.46
10141,2023-01-03 00:38:20,Medium Americano,1,2.82,2.82
10142,2023-01-03 03:07:31,Medium Americano,1,3.3,3.3
10143,2023-01-03 04:19:28,Large Latte,5,4.23,15.459999999999999
10144,2023-01-03 05:52:31,Medium Earl Grey,2,2.38,4.76
10145,2023-01-03 05:54:12,Large Latte,1,4.82,4.82
10146,2023-01-03 06:51:16,Large Mocha,1,4.94,4.94
10147,2023-01-03 07:34:52,Small Americano,1,2.97,2.97
10148,2023-01-03 07:40:59,Single Espresso,2,2.73,5.46
10149,2023-01-03 07:57:04,Vegan Falafel Wrap,2,6.6,13.2
10150,2023-01-03 08:19:32,Medium Americano,5,3.14,15.459999999999999
10151,2023-01-03 09:03:55,Large Mocha,2,5.2,10.4
10152,2023-01-03 09:06:11,Large Cappuccino,2,4.32,8.64
10153,2023-01-03 09:06:37,Medium Americano,2,2.55,5.1
10154,2023-01-03 09:16:44,Medium Chai Latte,5,4.83,15.459999999999999
10155,2023-01-03 09:24:11,Medium Latte,3,4.19,12.57
10156,2023-01-03 09:29:54,Medium Berry Blast,1,5.17,5.17
10157,2023-01-03 09:47:47,Large Matcha Latte,2,4.64,9.28
10158,2023-01-03 09:57:31,Scone,2,2.09,4.18
10159,2023-01-03 10:09:07,Small Mocha,2,4.37,8.74
10160,2023-01-03 10:18:09,Medium Earl Grey,2,2.58,5.16
10161,2023-01-03 10:41:24,Medium Cappuccino,4,4.9,15.459999999999999
10162,2023-01-03 10:58:57,Medium Mocha,1,3.82,3.82
10163,2023-01-03 11:18:18,Medium Matcha Latte,1,4.23,4.23
10164,2023-01-03 11:22:11,Medium Green Tea,1,3.02,3.02
10165,2023-01-03 11:24:47,Single Espresso,1,2.67,2.67
10166,2023-01-03 11:53:01,Large Americano,1,3.17,3.17
10167,2023-01-03 11:58:12,Chocolate Chip Cookie,4,1.7,6.8
10168,2023-01-03 12:14:38,Small Chai Latte,3,4.18,12.54
10169,2023-01-03 12:18:44,Medium Americano,5,2.55,10.2
10170,2023-01-03 12:29:11,Coffee Mug,1,9.84,9.84
10171,2023-01-03 13:09:22,Small Matcha Latte,1,3.81,3.81
10172,2023-01-03 13:57:48,Small Matcha Latte,6,4.05,15.459999999999999
10173,2023-01-03 14:14:35,Large Green Tea,1,2.64,2.64
10174,2023-01-03 14:20:43,Large Berry Blast,1,5.81,5.81
10175,2023-01-03 14:39:39,Vegan Falafel Wrap,1,5.52,5.52
10176,2023-01-03 14:47:56,Large Berry Blast,1,5.17,5.17
10177,2023-01-03 15:10:01,Large Cappuccino,1,4.37,3.93
10178,2023-01-03 16:12:12,Medium Cappuccino,2,3.8,7.6
10179,2023-01-03 16:23:54,Medium Cappuccino,1,3.4,3.4
10180,2023-01-03 16:37:56,Small Green Tea,1,2.38,2.38
10181,2023-01-03 17:00:44,Large Berry Blast,1,6.3,5.67
10182,2023-01-03 17:02:51,Double Espresso,5,2.67,12.02
10183,2023-01-03 17:16:15,Medium Chai Latte,3,5.25,15.459999999999999
10184,2023-01-03 20:24:43,Small Mocha,1,4.24,4.24
10185,2023-01-03 21:11:09,Blueberry Muffin,1,2.76,2.76
10186,2023-01-03 21:56:57,Medium Mocha,2,4.14,8.28
10187,2023-01-04 00:56:25,Scone,1,2.13,2.02
10188,2023-01-04 01:09:01,Chocolate Chip Cookie,1,2.1,2.1
10189,2023-01-04 01:11:28,Blueberry Muffin,2,3.14,6.28
10190,2023-01-04 03:14:17,Single Espresso,1,3.19,3.19
10191,2023-01-04 04:27:40,Small Latte,2,3.42,6.84
10192,2023-01-04 06:42:13,Large Chai Latte,1,4.61,4.61
10193,2023-01-04 07:00:17,Small Chai Latte,2,3.8,6.84
10194,2023-01-04 07:20:26,Medium Berry Blast,1,5.39,5.39
10195,2023-01-04 07:30:20,Medium Matcha Latte,2,4.95,9.9
10196,2023-01-04 07:43:24,Small Mocha,5,3.73,15.459999999999999
10197,2023-01-04 07:50:43,Medium Mocha,1,4.86,4.86
10198,2023-01-04 07:59:21,Chicken & Avocado Wrap,1,5.36,5.36
10199,2023-01-04 08:23:39,Croissant,1,2.7,2.7
10200,2023-01-04 08:29:01,Small Americano,1,2.65,2.65
10201,2023-01-04 08:38:37,Large Latte,3,3.91,11.73
10202,2023-01-04 08:38:47,Single Espresso,1,2.84,2.84
10203,2023-01-04 09:04:39,Medium Latte,3,3.88,11.64
10204,2023-01-04 09:36:46,Medium Latte,2,3.4,6.12
10205,2023-01-04 09:49:32,Blueberry Muffin,6,3.24,15.459999999999999
10206,2023-01-04 10:00:55,Medium Americano,1,3.3,3.3
10207,2023-01-04 10:16:39,Ham & Cheese Croissant,2,4.67,9.34
10208,2023-01-04 10:20:12,Medium Matcha Latte,3,3.82,11.46
10209,2023-01-04 10:22:36,Small Latte,3,3.31,9.93
10210,2023-01-04 10:41:23,Chicken & Avocado Wrap,2,5.8,11.6
10211,2023-01-04 10:50:10,Medium Americano,1,2.46,2.46
10212,2023-01-04 10:51:38,Chocolate Chip Cookie,1,2.13,2.13
10213,2023-01-04 10:53:33,Medium Matcha Latte,2,4.23,8.46
10214,2023-01-04 11:08:01,Medium Mocha,1,4.95,4.95
10215,2023-01-04 12:10:58,Croissant,3,2.35,6.7
10216,2023-01-04 14:10:56,Medium Mocha,1,4.86,4.37
10217,2023-01-04 14:44:57,Medium Cappuccino,1,4.4,4.4
10218,2023-01-04 15:22:34,Large Green Tea,2,3.8,7.6
10219,2023-01-04 15:26:05,Large Matcha Latte,1,5.98,5.98
10220,2023-01-04 15:51:10,Small Mocha,1,4.32,4.32
10221,2023-01-04 15:58:31,Medium Cappuccino,1,4.0,4.0
10222,2023-01-04 16:31:32,Small Matcha Latte,2,3.85,7.7
10223,2023-01-04 17:05:09,Small Mocha,1,3.44,3.44
10224,2023-01-04 17:28:31,Small Earl Grey,1,2.45,2.45
10225,2023-01-04 17:59:10,Large Chai Latte,1,4.85,4.85
10226,2023-01-04 18:43:22,Large Green Tea,1,2.72,2.72
10227,2023-01-04 22:11:25,Medium Matcha Latte,2,4.23,8.46
10228,2023-01-04 22:49:55,Medium Latte,2,3.76,7.52
10229,2023-01-05 00:10:04,Large Americano,1,3.68,3.68
10230,2023-01-05 00:41:34,Medium Matcha Latte,1,4.23,4.23
10231,2023-01-05 04:41:26,Medium Americano,1,2.55,2.55
10232,2023-01-05 06:16:39,Medium Americano,1,3.2,3.2
10233,2023-01-05 06:17:36,Small Mocha,2,3.44,6.88
10234,2023-01-05 06:39:46,Large Americano,2,3.24,6.48
10235,2023-01-05 07:07:45,Medium Americano,1,2.55,2.55
10236,2023-01-05 07:18:42,Coffee Mug,2,14.7,15.459999999999999
10237,2023-01-05 07:34:54,Blueberry Muffin,2,2.55,5.1
10238,2023-01-05 07:42:44,Medium Mocha,1,4.14,3.73
10239,2023-01-05 08:04:23,Small Latte,2,2.95,5.9
10240,2023-01-05 08:14:27,Large Cappuccino,2,4.23,8.46
10241,2023-01-05 08:15:29,Large Mocha,1,4.94,4.94
10242,2023-01-05 08:21:42,Small Americano,1,3.31,2.98
10243,2023-01-05 08:24:04,Coffee Mug,2,11.06,15.459999999999999
10244,2023-01-05 08:31:25,Medium Latte,4,4.6,15.459999999999999
10245,2023-01-05 08:32:01,Croissant,5,2.67,13.35
10246,2023-01-05 08:37:20,Medium Americano,1,3.24,3.24
10247,2023-01-05 08:52:41,Ham & Cheese Croissant,1,5.22,5.22
10248,2023-01-05 09:06:12,Medium Americano,1,2.91,2.91
10249,2023-01-05 09:18:07,Medium Berry Blast,1,4.53,4.53
10250,2023-01-05 09:42:46,Small Green Tea,3,2.12,6.36
10251,2023-01-05 09:58:56,Medium Chai Latte,4,4.4,15.459999999999999
10252,2023-01-05 10:02:09,Single Espresso,1,2.46,2.46
10253,2023-01-05 10:05:11,Small Cappuccino,1,3.42,3.42
10254,2023-01-05 10:27:34,Medium Americano,2,3.2,6.4
10255,2023-01-05 10:48:11,Vegan Falafel Wrap,2,4.92,9.84
10256,2023-01-05 11:02:27,Small Latte,1,3.28,3.28
10257,2023-01-05 11:19:57,Large Latte,1,3.91,3.32
10258,2023-01-05 11:26:13,Single Espresso,1,2.73,2.73
10259,2023-01-05 11:32:42,Medium Mocha,3,4.8,14.4
10260,2023-01-05 11:45:54,Small Green Tea,1,2.62,2.62
10261,2023-01-05 11:47:18,Medium Cappuccino,1,3.8,3.42
10262,2023-01-05 12:04:20,Large Green Tea,1,3.41,3.41
10263,2023-01-05 12:11:52,Large Mocha,1,5.62,5.62
10264,2023-01-05 12:13:46,Ham & Cheese Croissant,4,5.5,15.459999999999999
10265,2023-01-05 12:26:34,Scone,2,2.2,4.4
10266,2023-01-05 12:37:25,Medium Mocha,1,4.28,4.28
10267,2023-01-05 14:54:09,Large Chai Latte,1,4.75,4.75
10268,2023-01-05 15:06:53,Blueberry Muffin,1,3.56,3.56
10269,2023-01-05 16:09:55,Large Mocha,1,4.89,4.89
10270,2023-01-05 16:48:54,Double Espresso,1,2.73,2.73
10271,2023-01-05 17:06:14,Vegan Falafel Wrap,1,5.1,5.1
10272,2023-01-05 17:09:37,Ham & Cheese Croissant,1,5.5,5.5
10273,2023-01-05 18:59:55,Large Cappuccino,1,4.11,4.11
10274,2023-01-05 19:02:02,Small Earl Grey,1,2.12,2.12
10275,2023-01-05 19:20:48,Small Americano,3,2.92,8.76
10276,2023-01-05 19:35:21,Medium Chai Latte,1,3.99,3.99
10277,2023-01-05 19:54:14,Medium Berry Blast,2,4.67,9.34
10278,2023-01-05 19:59:49,Large Green Tea,1,2.72,2.72
10279,2023-01-05 20:41:42,Double Espresso,4,2.38,9.52
10280,2023-01-05 21:23:34,Double Espresso,1,2.67,2.67
10281,2023-01-05 23:11:50,Large Chai Latte,1,5.58,5.58
10282,2023-01-05 23:51:09,Medium Latte,1,3.8,3.8
10283,2023-01-06 00:47:24,Tote Bag,1,14.25,14.25
10284,2023-01-06 04:09:52,Medium Matcha Latte,1,4.27,4.27
10285,2023-01-06 04:39:28,Large Cappuccino,1,4.51,4.51
10286,2023-01-06 06:00:03,Medium Green Tea,1,2.72,2.72
10287,2023-01-06 06:51:09,Small Matcha Latte,2,3.34,6.68
10288,2023-01-06 07:06:41,Double Espresso,1,2.75,2.75
10289,2023-01-06 07:19:19,Croissant,2,2.7,5.4
10290,2023-01-06 07:46:08,Large Chai Latte,1,5.33,5.33
10291,2023-01-06 08:07:05,Medium Mocha,3,5.18,15.459999999999999
10292,2023-01-06 08:10:32,Large Cappuccino,1,3.91,3.91
10293,2023-01-06 08:15:53,Medium Green Tea,2,2.5,5.0
10294,2023-01-06 08:16:34,Large Americano,4,2.83,10.19
10295,2023-01-06 08:20:49,Croissant,2,2.35,4.7
10296,2023-01-06 08:27:26,Large Cappuccino,1,4.6,4.6
10297,2023-01-06 08:33:30,Medium Cappuccino,3,3.68,11.04
10298,2023-01-06 08:38:39,Small Latte,1,3.31,3.31
10299,2023-01-06 08:44:04,Large Mocha,1,5.1,5.1
10300,2023-01-06 08:44:33,Large Latte,2,4.6,8.28
10301,2023-01-06 08:56:36,Small Earl Grey,2,2.67,5.34
10302,2023-01-06 09:07:47,Large Green Tea,2,3.46,6.92
10303,2023-01-06 09:12:11,Small Matcha Latte,2,3.73,7.46
10304,2023-01-06 09:13:50,Chicken & Avocado Wrap,3,5.52,15.459999999999999
10305,2023-01-06 09:35:34,Small Cappuccino,2,3.38,6.76
10306,2023-01-06 09:37:39,Chicken & Avocado Wrap,2,6.81,13.62
10307,2023-01-06 09:48:08,Croissant,1,2.62,2.62
10308,2023-01-06 09:48:26,Chocolate Chip Cookie,1,1.84,1.84
10309,2023-01-06 09:53:53,Small Americano,2,2.21,4.42
10310,2023-01-06 09:59:27,Coffee Mug,1,10.2,10.2
10311,2023-01-06 09:59:31,Medium Americano,3,2.76,8.28
10312,2023-01-06 10:11:04,Medium Latte,2,3.28,6.56
10313,2023-01-06 10:17:36,Chicken & Avocado Wrap,4,6.5,15.459999999999999
10314,2023-01-06 10:24:11,Large Berry Blast,4,6.6,15.459999999999999
10315,2023-01-06 10:25:47,Small Earl Grey,1,2.12,2.12
10316,2023-01-06 10:32:58,Medium Cappuccino,5,4.75,15.459999999999999
10317,2023-01-06 10:35:01,Medium Mocha,1,4.14,4.14
10318,2023-01-06 10:43:00,Blueberry Muffin,1,2.76,2.76
10319,2023-01-06 11:18:55,Medium Latte,1,3.8,3.8
10320,2023-01-06 11:20:33,Chicken & Avocado Wrap,1,6.11,4.89
10321,2023-01-06 11:48:37,Croissant,1,2.12,2.12
10322,2023-01-06 11:49:55,Small Americano,1,2.7,2.7
10323,2023-01-06 12:03:14,Chicken & Avocado Wrap,1,6.3,6.3
10324,2023-01-06 12:07:39,Blueberry Muffin,2,2.94,5.88
10325,2023-01-06 12:10:45,Double Espresso,1,2.75,2.75
10326,2023-01-06 12:13:18,Large Berry Blast,5,6.3,15.459999999999999
10327,2023-01-06 12:20:16,Chicken & Avocado Wrap,1,6.17,6.17
10328,2023-01-06 12:32:58,Medium Berry Blast,3,5.94,15.459999999999999
10329,2023-01-06 12:47:07,Double Espresso,1,3.44,3.44
10330,2023-01-06 13:40:25,Medium Americano,3,2.85,8.55
10331,2023-01-06 14:00:06,Small Americano,1,2.29,2.29
10332,2023-01-06 14:00:22,Small Matcha Latte,1,3.44,3.44
10333,2023-01-06 14:01:47,Medium Mocha,1,5.51,4.41
10334,2023-01-06 14:09:45,Medium Chai Latte,1,4.83,4.83
10335,2023-01-06 14:44:47,Small Cappuccino,2,4.5,9.0
10336,2023-01-06 14:44:55,Small Mocha,2,3.69,7.38
10337,2023-01-06 15:02:50,Vegan Falafel Wrap,2,5.35,10.7
10338,2023-01-06 15:03:24,Large Cappuccino,1,4.91,4.91
10339,2023-01-06 15:30:55,Medium Green Tea,1,2.38,2.38
10340,2023-01-06 15:36:59,Medium Latte,1,3.76,3.76
10341,2023-01-06 16:01:19,Croissant,1,2.12,2.12
10342,2023-01-06 16:28:40,Medium Berry Blast,1,4.51,4.06
10343,2023-01-06 16:38:27,Large Latte,2,4.32,8.64
10344,2023-01-06 17:07:18,Medium Earl Grey,1,2.72,2.72
10345,2023-01-06 17:42:11,Small Mocha,1,3.81,3.81
10346,2023-01-06 19:10:39,Small Chai Latte,1,4.51,4.51
10347,2023-01-06 20:02:18,Small Cappuccino,1,3.6,3.6
10348,2023-01-06 20:19:49,Medium Latte,1,3.4,3.4
10349,2023-01-06 20:46:31,Chicken & Avocado Wrap,1,5.98,5.98
10350,2023-01-06 21:44:12,Medium Chai Latte,1,4.62,4.62
10351,2023-01-06 22:07:33,Croissant,2,2.88,5.76
10352,2023-01-06 22:56:27,Medium Cappuccino,1,3.4,3.4
10353,2023-01-07 00:32:21,Large Cappuccino,1,4.24,4.24
10354,2023-01-07 02:55:06,Small Earl Grey,3,2.75,8.25
10355,2023-01-07 05:26:57,Chicken & Avocado Wrap,1,5.8,5.8
10356,2023-01-07 05:33:57,Large Latte,1,4.37,4.37
10357,2023-01-07 05:54:14,Large Cappuccino,4,4.37,15.459999999999999
10358,2023-01-07 05:59:12,Large Latte,2,4.37,8.74
10359,2023-01-07 07:10:42,Large Mocha,2,4.42,8.84
10360,2023-01-07 07:10:59,Large Cappuccino,1,4.37,4.37
10361,2023-01-07 07:11:17,Medium Latte,1,3.76,3.38
10362,2023-01-07 07:12:34,Small Mocha,3,4.37,13.11
10363,2023-01-07 07:15:35,Small Mocha,2,4.37,8.74
10364,2023-01-07 07:57:14,Small Chai Latte,1,4.05,3.64
10365,2023-01-07 08:03:03,Tote Bag,3,16.0,15.459999999999999
10366,2023-01-07 08:04:12,Large Matcha Latte,3,5.1,15.3
10367,2023-01-07 08:11:54,Medium Latte,2,3.4,6.8
10368,2023-01-07 08:20:51,Medium Green Tea,2,2.63,4.73
10369,2023-01-07 08:25:29,Large Americano,2,2.93,5.86
10370,2023-01-07 08:26:53,Large Chai Latte,1,4.7,4.7
10371,2023-01-07 08:35:56,Large Matcha Latte,6,5.55,15.459999999999999
10372,2023-01-07 08:43:34,Large Green Tea,1,3.35,3.02
10373,2023-01-07 08:51:39,Vegan Falafel Wrap,1,5.82,5.82
10374,2023-01-07 08:52:30,Medium Chai Latte,1,3.44,3.44
10375,2023-01-07 08:52:49,Large Latte,1,3.77,3.77
10376,2023-01-07 08:56:40,Large Green Tea,1,3.04,3.04
10377,2023-01-07 08:59:15,Medium Cappuccino,1,3.88,3.88
10378,2023-01-07 09:28:25,Medium Latte,2,3.92,7.84
10379,2023-01-07 09:34:44,Tote Bag,2,13.8,15.459999999999999
10380,2023-01-07 09:40:07,Blueberry Muffin,2,3.67,6.97
10381,2023-01-07 09:45:00,Large Cappuccino,1,4.6,4.6
10382,2023-01-07 09:46:14,Small Green Tea,3,2.3,6.9
10383,2023-01-07 09:49:36,Croissant,2,2.7,5.4
10384,2023-01-07 09:50:56,Large Mocha,4,5.45,15.459999999999999
10385,2023-01-07 10:06:15,Double Espresso,1,3.33,3.33
10386,2023-01-07 10:40:02,Large Earl Grey,1,3.04,3.04
10387,2023-01-07 10:54:32,Medium Chai Latte,1,3.95,3.95
10388,2023-01-07 11:04:33,Small Mocha,1,4.05,4.05
10389,2023-01-07 11:13:56,Medium Cappuccino,1,3.28,3.28
10390,2023-01-07 11:35:44,Blueberry Muffin,1,2.46,2.46
10391,2023-01-07 12:09:06,Medium Berry Blast,1,4.67,4.67
10392,2023-01-07 12:22:57,Vegan Falafel Wrap,1,5.64,5.64
10393,2023-01-07 12:32:50,Blueberry Muffin,2,3.2,5.44
10394,2023-01-07 12:47:10,Medium Americano,3,2.76,8.28
10395,2023-01-07 12:47:38,Large Chai Latte,1,4.46,4.24
10396,2023-01-07 12:59:22,Large Green Tea,4,2.62,10.48
10397,2023-01-07 13:09:42,Large Mocha,1,4.42,4.42
10398,2023-01-07 13:46:54,Medium Cappuccino,1,3.65,3.65
10399,2023-01-07 14:13:13,Medium Americano,2,2.85,5.7
10400,2023-01-07 14:19:49,Blueberry Muffin,1,2.74,2.74
