timestamp,hour,day,month,weekday,is_weekend
2023-01-02 08:03:42,8,2,1,Monday,0
2023-01-02 08:05:05,8,2,1,Monday,0
2023-01-02 08:25:48,8,2,1,Monday,0
2023-01-02 08:34:18,8,2,1,Monday,0
2023-01-02 08:43:30,8,2,1,Monday,0
2023-01-02 08:51:58,8,2,1,Monday,0
2023-01-02 09:21:24,9,2,1,Monday,0
2023-01-02 09:31:15,9,2,1,Monday,0
2023-01-02 09:32:02,9,2,1,Monday,0
2023-01-02 09:38:59,9,2,1,Monday,0
2023-01-02 09:40:09,9,2,1,Monday,0
2023-01-02 09:58:28,9,2,1,Monday,0
2023-01-02 10:22:44,10,2,1,Monday,0
2023-01-02 10:28:36,10,2,1,Monday,0
2023-01-02 11:06:39,11,2,1,Monday,0
2023-01-02 12:15:44,12,2,1,Monday,0
2023-01-02 13:58:32,13,2,1,Monday,0
2023-01-02 14:21:32,14,2,1,Monday,0
2023-01-02 14:34:55,14,2,1,Monday,0
2023-01-02 14:46:47,14,2,1,Monday,0
2023-01-02 15:23:40,15,2,1,Monday,0
2023-01-02 15:33:29,15,2,1,Monday,0
2023-01-02 15:35:26,15,2,1,Monday,0
2023-01-02 15:38:02,15,2,1,Monday,0
2023-01-02 15:40:12,15,2,1,Monday,0
2023-01-02 15:51:37,15,2,1,Monday,0
2023-01-02 15:55:59,15,2,1,Monday,0
2023-01-02 16:55:11,16,2,1,Monday,0
2023-01-02 17:49:04,17,2,1,Monday,0
2023-01-02 17:50:53,17,2,1,Monday,0
2023-01-02 18:03:24,18,2,1,Monday,0
2023-01-02 18:04:11,18,2,1,Monday,0
2023-01-02 18:09:50,18,2,1,Monday,0
2023-01-02 18:34:14,18,2,1,Monday,0
2023-01-02 19:06:08,19,2,1,Monday,0
2023-01-02 21:09:15,21,2,1,Monday,0
2023-01-02 22:45:16,22,2,1,Monday,0
2023-01-03 00:38:20,0,3,1,Tuesday,0
2023-01-03 03:07:31,3,3,1,Tuesday,0
2023-01-03 04:19:28,4,3,1,Tuesday,0
2023-01-03 05:52:31,5,3,1,Tuesday,0
2023-01-03 05:54:12,5,3,1,Tuesday,0
2023-01-03 06:51:16,6,3,1,Tuesday,0
2023-01-03 07:34:52,7,3,1,Tuesday,0
2023-01-03 07:40:59,7,3,1,Tuesday,0
2023-01-03 07:57:04,7,3,1,Tuesday,0
2023-01-03 08:19:32,8,3,1,Tuesday,0
2023-01-03 09:03:55,9,3,1,Tuesday,0
2023-01-03 09:06:11,9,3,1,Tuesday,0
2023-01-03 09:06:37,9,3,1,Tuesday,0
2023-01-03 09:16:44,9,3,1,Tuesday,0
2023-01-03 09:24:11,9,3,1,Tuesday,0
2023-01-03 09:29:54,9,3,1,Tuesday,0
2023-01-03 09:47:47,9,3,1,Tuesday,0
2023-01-03 09:57:31,9,3,1,Tuesday,0
2023-01-03 10:09:07,10,3,1,Tuesday,0
2023-01-03 10:18:09,10,3,1,Tuesday,0
2023-01-03 10:41:24,10,3,1,Tuesday,0
2023-01-03 10:58:57,10,3,1,Tuesday,0
2023-01-03 11:18:18,11,3,1,Tuesday,0
2023-01-03 11:22:11,11,3,1,Tuesday,0
2023-01-03 11:24:47,11,3,1,Tuesday,0
2023-01-03 11:53:01,11,3,1,Tuesday,0
2023-01-03 11:58:12,11,3,1,Tuesday,0
2023-01-03 12:14:38,12,3,1,Tuesday,0
2023-01-03 12:18:44,12,3,1,Tuesday,0
2023-01-03 12:29:11,12,3,1,Tuesday,0
2023-01-03 13:09:22,13,3,1,Tuesday,0
2023-01-03 13:57:48,13,3,1,Tuesday,0
2023-01-03 14:14:35,14,3,1,Tuesday,0
2023-01-03 14:20:43,14,3,1,Tuesday,0
2023-01-03 14:39:39,14,3,1,Tuesday,0
2023-01-03 14:47:56,14,3,1,Tuesday,0
2023-01-03 15:10:01,15,3,1,Tuesday,0
2023-01-03 16:12:12,16,3,1,Tuesday,0
2023-01-03 16:23:54,16,3,1,Tuesday,0
2023-01-03 16:37:56,16,3,1,Tuesday,0
2023-01-03 17:00:44,17,3,1,Tuesday,0
2023-01-03 17:02:51,17,3,1,Tuesday,0
2023-01-03 17:16:15,17,3,1,Tuesday,0
2023-01-03 20:24:43,20,3,1,Tuesday,0
2023-01-03 21:11:09,21,3,1,Tuesday,0
2023-01-03 21:56:57,21,3,1,Tuesday,0
2023-01-04 00:56:25,0,4,1,Wednesday,0
2023-01-04 01:09:01,1,4,1,Wednesday,0
2023-01-04 01:11:28,1,4,1,Wednesday,0
2023-01-04 03:14:17,3,4,1,Wednesday,0
2023-01-04 04:27:40,4,4,1,Wednesday,0
2023-01-04 06:42:13,6,4,1,Wednesday,0
2023-01-04 07:00:17,7,4,1,Wednesday,0
2023-01-04 07:20:26,7,4,1,Wednesday,0
2023-01-04 07:30:20,7,4,1,Wednesday,0
2023-01-04 07:43:24,7,4,1,Wednesday,0
2023-01-04 07:50:43,7,4,1,Wednesday,0
2023-01-04 07:59:21,7,4,1,Wednesday,0
2023-01-04 08:23:39,8,4,1,Wednesday,0
2023-01-04 08:29:01,8,4,1,Wednesday,0
2023-01-04 08:38:37,8,4,1,Wednesday,0
2023-01-04 08:38:47,8,4,1,Wednesday,0
2023-01-04 09:04:39,9,4,1,Wednesday,0
2023-01-04 09:36:46,9,4,1,Wednesday,0
2023-01-04 09:49:32,9,4,1,Wednesday,0
2023-01-04 10:00:55,10,4,1,Wednesday,0
2023-01-04 10:16:39,10,4,1,Wednesday,0
2023-01-04 10:20:12,10,4,1,Wednesday,0
2023-01-04 10:22:36,10,4,1,Wednesday,0
2023-01-04 10:41:23,10,4,1,Wednesday,0
2023-01-04 10:50:10,10,4,1,Wednesday,0
2023-01-04 10:51:38,10,4,1,Wednesday,0
2023-01-04 10:53:33,10,4,1,Wednesday,0
2023-01-04 11:08:01,11,4,1,Wednesday,0
2023-01-04 12:10:58,12,4,1,Wednesday,0
2023-01-04 14:10:56,14,4,1,Wednesday,0
2023-01-04 14:44:57,14,4,1,Wednesday,0
2023-01-04 15:22:34,15,4,1,Wednesday,0
2023-01-04 15:26:05,15,4,1,Wednesday,0
2023-01-04 15:51:10,15,4,1,Wednesday,0
2023-01-04 15:58:31,15,4,1,Wednesday,0
2023-01-04 16:31:32,16,4,1,Wednesday,0
2023-01-04 17:05:09,17,4,1,Wednesday,0
2023-01-04 17:28:31,17,4,1,Wednesday,0
2023-01-04 17:59:10,17,4,1,Wednesday,0
2023-01-04 18:43:22,18,4,1,Wednesday,0
2023-01-04 22:11:25,22,4,1,Wednesday,0
2023-01-04 22:49:55,22,4,1,Wednesday,0
2023-01-05 00:10:04,0,5,1,Thursday,0
2023-01-05 00:41:34,0,5,1,Thursday,0
2023-01-05 04:41:26,4,5,1,Thursday,0
2023-01-05 06:16:39,6,5,1,Thursday,0
2023-01-05 06:17:36,6,5,1,Thursday,0
2023-01-05 06:39:46,6,5,1,Thursday,0
2023-01-05 07:07:45,7,5,1,Thursday,0
2023-01-05 07:18:42,7,5,1,Thursday,0
2023-01-05 07:34:54,7,5,1,Thursday,0
2023-01-05 07:42:44,7,5,1,Thursday,0
2023-01-05 08:04:23,8,5,1,Thursday,0
2023-01-05 08:14:27,8,5,1,Thursday,0
2023-01-05 08:15:29,8,5,1,Thursday,0
2023-01-05 08:21:42,8,5,1,Thursday,0
2023-01-05 08:24:04,8,5,1,Thursday,0
2023-01-05 08:31:25,8,5,1,Thursday,0
2023-01-05 08:32:01,8,5,1,Thursday,0
2023-01-05 08:37:20,8,5,1,Thursday,0
2023-01-05 08:52:41,8,5,1,Thursday,0
2023-01-05 09:06:12,9,5,1,Thursday,0
2023-01-05 09:18:07,9,5,1,Thursday,0
2023-01-05 09:42:46,9,5,1,Thursday,0
2023-01-05 09:58:56,9,5,1,Thursday,0
2023-01-05 10:02:09,10,5,1,Thursday,0
2023-01-05 10:05:11,10,5,1,Thursday,0
2023-01-05 10:27:34,10,5,1,Thursday,0
2023-01-05 10:48:11,10,5,1,Thursday,0
2023-01-05 11:02:27,11,5,1,Thursday,0
2023-01-05 11:19:57,11,5,1,Thursday,0
2023-01-05 11:26:13,11,5,1,Thursday,0
2023-01-05 11:32:42,11,5,1,Thursday,0
2023-01-05 11:45:54,11,5,1,Thursday,0
2023-01-05 11:47:18,11,5,1,Thursday,0
2023-01-05 12:04:20,12,5,1,Thursday,0
2023-01-05 12:11:52,12,5,1,Thursday,0
2023-01-05 12:13:46,12,5,1,Thursday,0
2023-01-05 12:26:34,12,5,1,Thursday,0
2023-01-05 12:37:25,12,5,1,Thursday,0
2023-01-05 14:54:09,14,5,1,Thursday,0
2023-01-05 15:06:53,15,5,1,Thursday,0
2023-01-05 16:09:55,16,5,1,Thursday,0
2023-01-05 16:48:54,16,5,1,Thursday,0
2023-01-05 17:06:14,17,5,1,Thursday,0
2023-01-05 17:09:37,17,5,1,Thursday,0
2023-01-05 18:59:55,18,5,1,Thursday,0
2023-01-05 19:02:02,19,5,1,Thursday,0
2023-01-05 19:20:48,19,5,1,Thursday,0
2023-01-05 19:35:21,19,5,1,Thursday,0
2023-01-05 19:54:14,19,5,1,Thursday,0
2023-01-05 19:59:49,19,5,1,Thursday,0
2023-01-05 20:41:42,20,5,1,Thursday,0
2023-01-05 21:23:34,21,5,1,Thursday,0
2023-01-05 23:11:50,23,5,1,Thursday,0
2023-01-05 23:51:09,23,5,1,Thursday,0
2023-01-06 00:47:24,0,6,1,Friday,0
2023-01-06 04:09:52,4,6,1,Friday,0
2023-01-06 04:39:28,4,6,1,Friday,0
2023-01-06 06:00:03,6,6,1,Friday,0
2023-01-06 06:51:09,6,6,1,Friday,0
2023-01-06 07:06:41,7,6,1,Friday,0
2023-01-06 07:19:19,7,6,1,Friday,0
2023-01-06 07:46:08,7,6,1,Friday,0
2023-01-06 08:07:05,8,6,1,Friday,0
2023-01-06 08:10:32,8,6,1,Friday,0
2023-01-06 08:15:53,8,6,1,Friday,0
2023-01-06 08:16:34,8,6,1,Friday,0
2023-01-06 08:20:49,8,6,1,Friday,0
2023-01-06 08:27:26,8,6,1,Friday,0
2023-01-06 08:33:30,8,6,1,Friday,0
2023-01-06 08:38:39,8,6,1,Friday,0
2023-01-06 08:44:04,8,6,1,Friday,0
2023-01-06 08:44:33,8,6,1,Friday,0
2023-01-06 08:56:36,8,6,1,Friday,0
2023-01-06 09:07:47,9,6,1,Friday,0
2023-01-06 09:12:11,9,6,1,Friday,0
2023-01-06 09:13:50,9,6,1,Friday,0
2023-01-06 09:35:34,9,6,1,Friday,0
2023-01-06 09:37:39,9,6,1,Friday,0
2023-01-06 09:48:08,9,6,1,Friday,0
2023-01-06 09:48:26,9,6,1,Friday,0
2023-01-06 09:53:53,9,6,1,Friday,0
2023-01-06 09:59:27,9,6,1,Friday,0
2023-01-06 09:59:31,9,6,1,Friday,0
2023-01-06 10:11:04,10,6,1,Friday,0
2023-01-06 10:17:36,10,6,1,Friday,0
2023-01-06 10:24:11,10,6,1,Friday,0
2023-01-06 10:25:47,10,6,1,Friday,0
2023-01-06 10:32:58,10,6,1,Friday,0
2023-01-06 10:35:01,10,6,1,Friday,0
2023-01-06 10:43:00,10,6,1,Friday,0
2023-01-06 11:18:55,11,6,1,Friday,0
2023-01-06 11:20:33,11,6,1,Friday,0
2023-01-06 11:48:37,11,6,1,Friday,0
2023-01-06 11:49:55,11,6,1,Friday,0
2023-01-06 12:03:14,12,6,1,Friday,0
2023-01-06 12:07:39,12,6,1,Friday,0
2023-01-06 12:10:45,12,6,1,Friday,0
2023-01-06 12:13:18,12,6,1,Friday,0
2023-01-06 12:20:16,12,6,1,Friday,0
2023-01-06 12:32:58,12,6,1,Friday,0
2023-01-06 12:47:07,12,6,1,Friday,0
2023-01-06 13:40:25,13,6,1,Friday,0
2023-01-06 14:00:06,14,6,1,Friday,0
2023-01-06 14:00:22,14,6,1,Friday,0
2023-01-06 14:01:47,14,6,1,Friday,0
2023-01-06 14:09:45,14,6,1,Friday,0
2023-01-06 14:44:47,14,6,1,Friday,0
2023-01-06 14:44:55,14,6,1,Friday,0
2023-01-06 15:02:50,15,6,1,Friday,0
2023-01-06 15:03:24,15,6,1,Friday,0
2023-01-06 15:30:55,15,6,1,Friday,0
2023-01-06 15:36:59,15,6,1,Friday,0
2023-01-06 16:01:19,16,6,1,Friday,0
2023-01-06 16:28:40,16,6,1,Friday,0
2023-01-06 16:38:27,16,6,1,Friday,0
2023-01-06 17:07:18,17,6,1,Friday,0
2023-01-06 17:42:11,17,6,1,Friday,0
2023-01-06 19:10:39,19,6,1,Friday,0
2023-01-06 20:02:18,20,6,1,Friday,0
2023-01-06 20:19:49,20,6,1,Friday,0
2023-01-06 20:46:31,20,6,1,Friday,0
2023-01-06 21:44:12,21,6,1,Friday,0
2023-01-06 22:07:33,22,6,1,Friday,0
2023-01-06 22:56:27,22,6,1,Friday,0
2023-01-07 00:32:21,0,7,1,Saturday,1
2023-01-07 02:55:06,2,7,1,Saturday,1
2023-01-07 05:26:57,5,7,1,Saturday,1
2023-01-07 05:33:57,5,7,1,Saturday,1
2023-01-07 05:54:14,5,7,1,Saturday,1
2023-01-07 05:59:12,5,7,1,Saturday,1
2023-01-07 07:10:42,7,7,1,Saturday,1
2023-01-07 07:10:59,7,7,1,Saturday,1
2023-01-07 07:11:17,7,7,1,Saturday,1
2023-01-07 07:12:34,7,7,1,Saturday,1
2023-01-07 07:15:35,7,7,1,Saturday,1
2023-01-07 07:57:14,7,7,1,Saturday,1
2023-01-07 08:03:03,8,7,1,Saturday,1
2023-01-07 08:04:12,8,7,1,Saturday,1
2023-01-07 08:11:54,8,7,1,Saturday,1
2023-01-07 08:20:51,8,7,1,Saturday,1
2023-01-07 08:25:29,8,7,1,Saturday,1
2023-01-07 08:26:53,8,7,1,Saturday,1
2023-01-07 08:35:56,8,7,1,Saturday,1
2023-01-07 08:43:34,8,7,1,Saturday,1
2023-01-07 08:51:39,8,7,1,Saturday,1
2023-01-07 08:52:30,8,7,1,Saturday,1
2023-01-07 08:52:49,8,7,1,Saturday,1
2023-01-07 08:56:40,8,7,1,Saturday,1
2023-01-07 08:59:15,8,7,1,Saturday,1
2023-01-07 09:28:25,9,7,1,Saturday,1
2023-01-07 09:34:44,9,7,1,Saturday,1
2023-01-07 09:40:07,9,7,1,Saturday,1
2023-01-07 09:45:00,9,7,1,Saturday,1
2023-01-07 09:46:14,9,7,1,Saturday,1
2023-01-07 09:49:36,9,7,1,Saturday,1
2023-01-07 09:50:56,9,7,1,Saturday,1
2023-01-07 10:06:15,10,7,1,Saturday,1
2023-01-07 10:40:02,10,7,1,Saturday,1
2023-01-07 10:54:32,10,7,1,Saturday,1
2023-01-07 11:04:33,11,7,1,Saturday,1
2023-01-07 11:13:56,11,7,1,Saturday,1
2023-01-07 11:35:44,11,7,1,Saturday,1
2023-01-07 12:09:06,12,7,1,Saturday,1
2023-01-07 12:22:57,12,7,1,Saturday,1
2023-01-07 12:32:50,12,7,1,Saturday,1
2023-01-07 12:47:10,12,7,1,Saturday,1
2023-01-07 12:47:38,12,7,1,Saturday,1
2023-01-07 12:59:22,12,7,1,Saturday,1
2023-01-07 13:09:42,13,7,1,Saturday,1
2023-01-07 13:46:54,13,7,1,Saturday,1
2023-01-07 14:13:13,14,7,1,Saturday,1
2023-01-07 14:19:49,14,7,1,Saturday,1
2023-01-07 14:34:58,14,7,1,Saturday,1
2023-01-07 14:47:05,14,7,1,Saturday,1
2023-01-07 14:49:39,14,7,1,Saturday,1
2023-01-07 15:27:35,15,7,1,Saturday,1
2023-01-07 15:34:21,15,7,1,Saturday,1
2023-01-07 15:45:38,15,7,1,Saturday,1
2023-01-07 15:48:27,15,7,1,Saturday,1
2023-01-07 15:51:48,15,7,1,Saturday,1
2023-01-07 15:55:32,15,7,1,Saturday,1
2023-01-07 16:00:20,16,7,1,Saturday,1
2023-01-07 16:24:43,16,7,1,Saturday,1
2023-01-07 16:25:11,16,7,1,Saturday,1
2023-01-07 16:25:12,16,7,1,Saturday,1
2023-01-07 16:39:57,16,7,1,Saturday,1
2023-01-07 17:11:29,17,7,1,Saturday,1
2023-01-07 18:10:12,18,7,1,Saturday,1
2023-01-07 19:15:56,19,7,1,Saturday,1
2023-01-07 19:52:29,19,7,1,Saturday,1
2023-01-07 21:27:10,21,7,1,Saturday,1
2023-01-07 22:06:00,22,7,1,Saturday,1
2023-01-08 01:37:19,1,8,1,Sunday,1
2023-01-08 02:07:22,2,8,1,Sunday,1
2023-01-08 04:19:39,4,8,1,Sunday,1
2023-01-08 04:30:20,4,8,1,Sunday,1
2023-01-08 05:08:20,5,8,1,Sunday,1
2023-01-08 06:15:49,6,8,1,Sunday,1
2023-01-08 06:28:13,6,8,1,Sunday,1
2023-01-08 06:28:47,6,8,1,Sunday,1
2023-01-08 06:34:24,6,8,1,Sunday,1
2023-01-08 06:37:54,6,8,1,Sunday,1
2023-01-08 06:52:46,6,8,1,Sunday,1
2023-01-08 06:59:34,6,8,1,Sunday,1
2023-01-08 07:01:45,7,8,1,Sunday,1
2023-01-08 07:09:44,7,8,1,Sunday,1
2023-01-08 07:22:42,7,8,1,Sunday,1
2023-01-08 07:36:57,7,8,1,Sunday,1
2023-01-08 07:46:23,7,8,1,Sunday,1
2023-01-08 07:57:30,7,8,1,Sunday,1
2023-01-08 08:01:25,8,8,1,Sunday,1
2023-01-08 08:02:27,8,8,1,Sunday,1
2023-01-08 08:06:41,8,8,1,Sunday,1
2023-01-08 08:08:37,8,8,1,Sunday,1
2023-01-08 08:10:21,8,8,1,Sunday,1
2023-01-08 08:15:34,8,8,1,Sunday,1
2023-01-08 08:30:09,8,8,1,Sunday,1
2023-01-08 08:32:37,8,8,1,Sunday,1
2023-01-08 08:45:48,8,8,1,Sunday,1
2023-01-08 08:48:39,8,8,1,Sunday,1
2023-01-08 09:01:28,9,8,1,Sunday,1
2023-01-08 09:20:14,9,8,1,Sunday,1
2023-01-08 10:29:58,10,8,1,Sunday,1
2023-01-08 10:34:41,10,8,1,Sunday,1
2023-01-08 10:47:44,10,8,1,Sunday,1
2023-01-08 10:48:40,10,8,1,Sunday,1
2023-01-08 10:52:25,10,8,1,Sunday,1
2023-01-08 11:23:44,11,8,1,Sunday,1
2023-01-08 11:31:24,11,8,1,Sunday,1
2023-01-08 11:32:44,11,8,1,Sunday,1
2023-01-08 11:44:19,11,8,1,Sunday,1
2023-01-08 12:38:28,12,8,1,Sunday,1
2023-01-08 12:42:27,12,8,1,Sunday,1
2023-01-08 13:04:39,13,8,1,Sunday,1
2023-01-08 13:26:07,13,8,1,Sunday,1
2023-01-08 13:37:26,13,8,1,Sunday,1
2023-01-08 13:48:10,13,8,1,Sunday,1
2023-01-08 13:53:06,13,8,1,Sunday,1
2023-01-08 13:55:38,13,8,1,Sunday,1
2023-01-08 14:00:48,14,8,1,Sunday,1
2023-01-08 14:04:48,14,8,1,Sunday,1
2023-01-08 14:28:36,14,8,1,Sunday,1
2023-01-08 14:31:11,14,8,1,Sunday,1
2023-01-08 14:40:57,14,8,1,Sunday,1
2023-01-08 15:19:56,15,8,1,Sunday,1
2023-01-08 15:33:06,15,8,1,Sunday,1
2023-01-08 15:47:43,15,8,1,Sunday,1
2023-01-08 15:52:17,15,8,1,Sunday,1
2023-01-08 16:08:29,16,8,1,Sunday,1
2023-01-08 16:10:00,16,8,1,Sunday,1
2023-01-08 16:22:36,16,8,1,Sunday,1
2023-01-08 16:39:25,16,8,1,Sunday,1
2023-01-08 16:40:40,16,8,1,Sunday,1
2023-01-08 16:54:41,16,8,1,Sunday,1
2023-01-08 17:25:24,17,8,1,Sunday,1
2023-01-08 17:39:55,17,8,1,Sunday,1
2023-01-08 18:26:27,18,8,1,Sunday,1
2023-01-08 18:38:17,18,8,1,Sunday,1
2023-01-08 18:52:37,18,8,1,Sunday,1
2023-01-08 21:31:01,21,8,1,Sunday,1
2023-01-08 23:17:40,23,8,1,Sunday,1
2023-01-09 03:04:32,3,9,1,Monday,0
2023-01-09 03:10:07,3,9,1,Monday,0
2023-01-09 04:26:29,4,9,1,Monday,0
2023-01-09 05:35:50,5,9,1,Monday,0
2023-01-09 05:51:34,5,9,1,Monday,0
2023-01-09 07:16:35,7,9,1,Monday,0
2023-01-09 07:25:56,7,9,1,Monday,0
2023-01-09 08:25:46,8,9,1,Monday,0
2023-01-09 08:32:51,8,9,1,Monday,0
2023-01-09 08:42:40,8,9,1,Monday,0
2023-01-09 09:01:16,9,9,1,Monday,0
2023-01-09 09:12:51,9,9,1,Monday,0
2023-01-09 09:18:49,9,9,1,Monday,0
2023-01-09 10:15:18,10,9,1,Monday,0
2023-01-09 10:19:07,10,9,1,Monday,0
2023-01-09 10:25:17,10,9,1,Monday,0
2023-01-09 10:37:34,10,9,1,Monday,0
2023-01-09 10:53:29,10,9,1,Monday,0
2023-01-09 11:37:34,11,9,1,Monday,0
2023-01-09 13:00:20,13,9,1,Monday,0
2023-01-09 13:00:50,13,9,1,Monday,0
2023-01-09 13:19:43,13,9,1,Monday,0
2023-01-09 13:21:13,13,9,1,Monday,0
2023-01-09 13:22:43,13,9,1,Monday,0
2023-01-09 13:43:31,13,9,1,Monday,0
2023-01-09 14:18:20,14,9,1,Monday,0
2023-01-09 14:32:54,14,9,1,Monday,0
2023-01-09 14:38:10,14,9,1,Monday,0
2023-01-09 16:38:29,16,9,1,Monday,0
2023-01-09 16:38:51,16,9,1,Monday,0
2023-01-09 17:36:18,17,9,1,Monday,0
2023-01-09 18:33:40,18,9,1,Monday,0
2023-01-09 21:06:24,21,9,1,Monday,0
2023-01-09 21:35:00,21,9,1,Monday,0
2023-01-09 22:39:54,22,9,1,Monday,0
2023-01-10 00:23:58,0,10,1,Tuesday,0
2023-01-10 01:56:55,1,10,1,Tuesday,0
2023-01-10 04:00:03,4,10,1,Tuesday,0
2023-01-10 04:02:21,4,10,1,Tuesday,0
2023-01-10 05:15:00,5,10,1,Tuesday,0
2023-01-10 06:18:35,6,10,1,Tuesday,0
2023-01-10 06:38:47,6,10,1,Tuesday,0
2023-01-10 06:56:34,6,10,1,Tuesday,0
2023-01-10 07:00:35,7,10,1,Tuesday,0
2023-01-10 07:26:55,7,10,1,Tuesday,0
2023-01-10 07:35:22,7,10,1,Tuesday,0
2023-01-10 07:47:06,7,10,1,Tuesday,0
2023-01-10 08:06:37,8,10,1,Tuesday,0
2023-01-10 08:22:46,8,10,1,Tuesday,0
